word,char_count,value
knucklebone,11,113
knucklebones,12,132
knuckled,8,81
knucklehead,11,95
knuckleheaded,13,104
knuckleheads,12,114
knuckler,8,95
knucklers,9,114
knuckles,8,96
knucklier,9,104
knuckliest,10,125
knuckling,9,102
knuckly,7,97
knur,4,64
knurl,5,76
knurled,7,85
knurlier,8,108
knurliest,9,129
knurling,8,106
knurls,6,95
knurly,6,101
knurs,5,83
koa,3,27
koala,5,40
koalas,6,59
koan,4,41
koans,5,60
koas,4,46
kob,3,28
kobo,4,43
kobold,6,59
kobolds,7,78
kobs,4,47
koel,4,43
koels,5,62
kohl,4,46
kohlrabi,8,76
kohlrabies,10,100
kohls,5,65
koi,3,35
koine,5,54
koines,6,73
kokanee,7,62
kokanees,8,81
kola,4,39
kolacky,7,78
kolas,5,58
kolbasi,7,69
kolbasis,8,88
kolbassi,8,88
kolbassis,9,107
kolhoz,6,87
kolhozes,8,111
kolhozy,7,112
kolinski,8,100
kolinskies,10,124
kolinsky,8,116
kolkhos,7,91
kolkhoses,9,115
kolkhosy,8,116
kolkhoz,7,98
kolkhozes,9,122
kolkhoznik,10,132
kolkhozniki,11,141
kolkhozniks,11,151
kolkhozy,8,123
kolkoz,6,90
kolkozes,8,114
kolkozy,7,115
kolo,4,53
kolos,5,72
komatik,7,80
komatiks,8,99
komondor,8,105
komondorock,11,134
komondorok,10,131
komondors,9,124
konk,4,51
konked,6,60
konking,7,81
konks,5,70
koodoo,6,75
koodoos,7,94
kook,4,52
kookaburra,10,113
kookaburras,11,132
kookie,6,66
kookier,7,84
kookiest,8,105
kookiness,9,118
kookinesses,11,142
kooks,5,71
kooky,5,77
kop,3,42
kopeck,6,61
kopecks,7,80
kopek,5,58
kopeks,6,77
koph,4,50
kophs,5,69
kopje,5,57
kopjes,6,76
koppa,5,59
koppas,6,78
koppie,6,72
koppies,7,91
kops,4,61
kor,3,44
korai,5,54
korat,5,65
korats,6,84
kore,4,49
kors,4,63
korun,5,79
koruna,6,80
korunas,7,99
koruny,6,104
kos,3,45
kosher,6,76
koshered,8,85
koshering,9,106
koshers,7,95
koss,4,64
koto,4,61
kotos,5,80
kotow,5,84
kotowed,7,93
kotower,7,107
kotowers,8,126
kotowing,8,114
kotows,6,103
koumis,6,88
koumises,8,112
koumiss,7,107
koumisses,9,131
koumys,6,104
koumyses,8,128
koumyss,7,123
koumysses,9,147
kouprey,7,111
koupreys,8,130
kouroi,6,89
kouros,6,99
kousso,6,100
koussos,7,119
kowtow,6,107
kowtowed,8,116
kowtower,8,130
kowtowers,9,149
kowtowing,9,137
kowtows,7,126
kraal,5,43
kraaled,7,52
kraaling,8,73
kraals,6,62
kraft,5,56
krafts,6,75
krait,5,59
kraits,6,78
kraken,6,60
krakens,7,79
krater,6,73
kraters,7,92
kraut,5,71
krauts,6,90
kreep,5,55
kreeps,6,74
kremlin,7,82
kremlinologies,14,164
kremlinologist,14,179
kremlinologists,15,198
kremlinology,12,156
kremlins,8,101
kreplach,8,74
kreutzer,8,124
kreutzers,9,143
kreuzer,7,104
kreuzers,8,123
krill,5,62
krills,6,81
krimmer,7,87
krimmers,8,106
kris,4,57
krises,6,81
krona,5,59
krone,5,63
kronen,6,77
kroner,6,81
kronor,6,91
kronur,6,97
kroon,5,73
krooni,6,82
kroons,6,92
krubi,5,61
krubis,6,80
krubut,6,93
krubuts,7,112
kruller,7,97
krullers,8,116
krumhorn,8,118
krumhorns,9,137
krummholz,9,137
krummhorn,9,131
krummhorns,10,150
kryolite,8,115
kryolites,9,134
kryolith,8,118
kryoliths,9,137
krypton,7,119
kryptons,8,138
kuchen,6,62
kudo,4,51
kudos,5,70
kudu,4,57
kudus,5,76
kudzu,5,83
kudzus,6,102
kue,3,37
kues,4,56
kugel,5,56
kugels,6,75
kukri,5,70
kukris,6,89
kulak,5,56
kulaki,6,65
kulaks,6,75
kultur,6,103
kulturs,7,122
kumiss,6,92
kumisses,8,116
kummel,6,75
kummels,7,94
kumquat,7,104
kumquats,8,123
kumys,5,89
kumyses,7,113
kundalini,9,95
kundalinis,10,114
kunzite,7,106
kunzites,8,125
kurbash,7,80
kurbashed,9,89
kurbashes,9,104
kurbashing,10,110
kurgan,6,72
kurgans,7,91
kurrajong,9,115
kurrajongs,10,134
kurta,5,71
kurtas,6,90
kurtosis,8,132
kurtosises,10,156
kuru,4,71
kurus,5,90
kusso,5,85
kussos,6,104
kuvasz,6,100
kuvaszok,8,126
kvas,4,53
kvases,6,77
kvass,5,72
kvasses,7,96
kvetch,6,69
kvetched,8,78
kvetches,8,93
kvetchier,9,101
kvetchiest,10,122
kvetching,9,99
kvetchy,7,94
kwacha,6,47
kwanza,6,76
kwanzas,7,95
kwashiorkor,11,148
kwashiorkors,12,167
kyack,5,51
kyacks,6,70
kyak,4,48
kyaks,5,67
kyanise,7,84
kyanised,8,88
kyanises,8,103
kyanising,9,109
kyanite,7,85
kyanites,8,104
kyanize,7,91
kyanized,8,95
kyanizes,8,110
kyanizing,9,116
kyar,4,55
kyars,5,74
kyat,4,57
kyats,5,76
kybosh,6,80
kyboshed,8,89
kyboshes,8,104
kyboshing,9,110
kylikes,7,92
kylix,5,81
kymogram,8,103
kymograms,9,122
kymograph,9,114
kymographic,11,126
kymographies,12,147
kymographs,10,133
kymography,10,139
kyphoses,8,118
kyphosis,8,122
kyphotic,8,107
kyrie,5,68
kyries,6,87
kyte,4,61
kytes,5,80
kythe,5,69
kythed,6,73
kythes,6,88
kything,7,94
la,2,13
laager,6,44
laagered,8,53
laagering,9,74
laagers,7,63
laari,5,41
lab,3,15
labanotation,12,124
labanotations,13,143
labara,6,35
labarum,7,68
labarums,8,87
labdanum,8,68
labdanums,9,87
label,5,32
labelable,9,52
labeled,7,41
labeler,7,55
labelers,8,74
labeling,8,62
labella,7,45
labelled,8,53
labeller,8,67
labellers,9,86
labelling,9,74
labellum,8,78
labels,6,51
labia,5,25
labial,6,37
labialization,13,131
labializations,14,150
labialize,9,77
labialized,10,81
labializes,10,96
labializing,11,102
labially,8,74
labials,7,56
labiate,7,50
labiated,8,54
labiates,8,69
labile,6,41
labilities,10,98
lability,8,90
labiodental,11,95
labiodentals,12,114
labiovelar,10,97
labiovelars,11,116
labium,6,58
labor,5,48
laboratories,12,135
laboratory,10,127
labored,7,57
laborer,7,71
laborers,8,90
laboring,8,78
laborious,9,112
laboriously,11,149
laboriousness,13,169
laboriousnesses,15,193
laborite,8,82
laborites,9,101
labors,6,67
laborsaving,11,120
labour,6,69
laboured,8,78
labourer,8,92
labourers,9,111
labouring,9,99
labours,7,88
labra,5,34
labrador,8,71
labradorite,11,105
labradorites,12,124
labradors,9,90
labret,6,58
labrets,7,77
labroid,7,61
labroids,8,80
labrum,6,67
labrums,7,86
labrusca,8,77
labs,4,34
laburnum,8,102
laburnums,9,121
labyrinth,9,109
labyrinthian,12,133
labyrinthine,12,137
labyrinthodont,14,177
labyrinthodonts,15,196
labyrinths,10,128
lac,3,16
laccolith,9,83
laccolithic,11,95
laccoliths,10,102
lace,4,21
laced,5,25
laceless,8,76
lacelike,8,58
lacer,5,39
lacerate,8,65
lacerated,9,69
lacerates,9,84
lacerating,10,90
laceration,10,98
lacerations,11,117
lacerative,10,96
lacers,6,58
lacertid,8,72
lacertids,9,91
laces,5,40
lacewing,8,74
lacewings,9,93
lacewood,8,78
lacewoods,9,97
lacework,8,88
laceworks,9,107
lacey,5,46
laches,6,48
lachrymal,9,93
lachrymator,11,134
lachrymators,12,153
lachrymose,10,119
lachrymosely,12,156
lachrymosities,14,176
lachrymosity,12,168
lacier,6,48
laciest,7,69
lacily,6,62
laciness,8,82
lacinesses,10,106
lacing,6,46
lacings,7,65
laciniate,9,74
laciniation,11,107
laciniations,12,126
lack,4,27
lackadaisical,13,86
lackadaisically,15,123
lackaday,8,58
lacked,6,36
lacker,6,50
lackered,8,59
lackering,9,80
lackers,7,69
lackey,6,57
lackeyed,8,66
lackeying,9,87
lackeys,7,76
lacking,7,57
lackluster,10,122
lacklusters,11,141
lacks,5,46
laconic,7,57
laconically,11,107
laconism,8,86
laconisms,9,105
lacquer,7,77
lacquered,9,86
lacquerer,9,100
lacquerers,10,119
lacquering,10,107
lacquers,8,96
lacquerware,11,124
lacquerwares,12,143
lacquerwork,11,144
lacquerworks,12,163
lacquey,7,84
lacqueyed,9,93
lacqueying,10,114
lacqueys,8,103
lacrimal,8,69
lacrimals,9,88
lacrimation,11,115
lacrimations,12,134
lacrimator,10,110
lacrimators,11,129
lacrosse,8,92
lacrosses,9,111
lacs,4,35
lactalbumin,11,108
lactalbumins,12,127
lactam,6,50
lactams,7,69
lactary,7,80
lactase,7,61
lactases,8,80
lactate,7,62
lactated,8,66
lactates,8,81
lactating,9,87
lactation,9,95
lactational,11,108
lactations,10,114
lacteal,7,54
lacteals,8,73
lactean,7,56
lacteous,8,96
lactic,6,48
lactiferous,11,129
lactobacilli,12,99
lactobacillus,13,130
lactogenic,10,89
lactoglobulin,13,143
lactoglobulins,14,162
lactone,7,70
lactones,8,89
lactonic,8,77
lactose,7,75
lactoses,8,94
lacuna,6,52
lacunae,7,57
lacunal,7,64
lacunar,7,70
lacunaria,9,80
lacunars,8,89
lacunary,8,95
lacunas,7,71
lacunate,8,77
lacune,6,56
lacunes,7,75
lacunose,8,90
lacustrine,10,122
lacy,4,41
lad,3,17
ladanum,7,66
ladanums,8,85
ladder,6,44
laddered,8,53
laddering,9,74
ladderlike,10,81
ladders,7,63
laddie,6,35
laddies,7,54
lade,4,22
laded,5,26
laden,5,36
ladened,7,45
ladening,8,66
ladens,6,55
lader,5,40
laders,6,59
lades,5,41
ladies,6,50
lading,6,47
ladings,7,66
ladino,6,55
ladinos,7,74
ladle,5,34
ladled,6,38
ladleful,8,73
ladlefuls,9,92
ladler,6,52
ladlers,7,71
ladles,6,53
ladling,7,59
ladron,6,64
ladrone,7,69
ladrones,8,88
ladrons,7,83
lads,4,36
lady,4,42
ladybird,8,75
ladybirds,9,94
ladybug,7,72
ladybugs,8,91
ladyfinger,10,101
ladyfingers,11,120
ladyfish,8,84
ladyfishes,10,108
ladyhood,8,84
ladyhoods,9,103
ladyish,7,78
ladykin,7,76
ladykins,8,95
ladylike,8,79
ladylove,8,96
ladyloves,9,115
ladypalm,8,84
ladypalms,9,103
ladyship,8,94
ladyships,9,113
laetrile,8,82
laetriles,9,101
laevo,5,55
lag,3,20
lagan,5,35
lagans,6,54
lagend,6,43
lagends,7,62
lager,5,43
lagered,7,52
lagering,8,73
lagers,6,62
laggard,7,50
laggardly,9,87
laggardness,11,107
laggardnesses,13,131
laggards,8,69
lagged,6,36
lagger,6,50
laggers,7,69
lagging,7,57
laggings,8,76
lagnappe,8,72
lagnappes,9,91
lagniappe,9,81
lagniappes,10,100
lagomorph,9,105
lagomorphs,10,124
lagoon,6,64
lagoonal,8,77
lagoons,7,83
lags,4,39
laguna,6,56
lagunas,7,75
lagune,6,60
lagunes,7,79
lahar,5,40
lahars,6,59
laic,4,25
laical,6,38
laically,8,75
laich,5,33
laichs,6,52
laicise,7,58
laicised,8,62
laicises,8,77
laicising,9,83
laicism,7,66
laicisms,8,85
laicization,11,119
laicizations,12,138
laicize,7,65
laicized,8,69
laicizes,8,84
laicizing,9,90
laics,5,44
laid,4,26
laigh,5,37
laighs,6,56
lain,4,36
lair,4,40
laird,5,44
lairdly,7,81
lairds,6,63
laired,6,49
lairing,7,70
lairs,5,59
laitance,8,65
laitances,9,84
laith,5,50
laithly,7,87
laities,7,75
laity,5,67
lake,4,29
laked,5,33
lakefront,9,102
lakefronts,10,121
lakelike,8,66
lakeport,8,98
lakeports,9,117
laker,5,47
lakers,6,66
lakes,5,48
lakeshore,9,94
lakeshores,10,113
lakeside,8,66
lakesides,9,85
lakh,4,32
lakhs,5,51
lakier,6,56
lakiest,7,77
laking,6,54
lakings,7,73
laky,4,49
lall,4,37
lallan,6,52
lalland,7,56
lallands,8,75
lallans,7,71
lalled,6,46
lalling,7,67
lalls,5,56
lallygag,8,77
lallygagged,11,93
lallygagging,12,114
lallygags,9,96
lam,3,26
lama,4,27
lamas,5,46
lamaseries,10,102
lamasery,8,94
lamb,4,28
lambast,7,68
lambaste,8,73
lambasted,9,77
lambastes,9,92
lambasting,10,98
lambasts,8,87
lambda,6,33
lambdas,7,52
lambdoid,8,60
lambed,6,37
lambencies,10,83
lambency,8,75
lambent,7,67
lambently,9,104
lamber,6,51
lambers,7,70
lambert,7,71
lamberts,8,90
lambie,6,42
lambier,7,60
lambies,7,61
lambiest,8,81
lambing,7,58
lambkill,8,72
lambkills,9,91
lambkin,7,62
lambkins,8,81
lamblike,8,65
lambrequin,10,112
lambrequins,11,131
lambs,5,47
lambskin,8,81
lambskins,9,100
lamby,5,53
lame,4,31
lamebrain,9,75
lamebrained,11,84
lamebrains,10,94
lamed,5,35
lamedh,6,43
lamedhs,7,62
lameds,6,54
lamella,7,56
lamellae,8,61
lamellar,8,74
lamellas,8,75
lamellate,9,81
lamellately,11,118
lamellibranch,13,110
lamellibranchs,14,129
lamellicorn,11,114
lamellicorns,12,133
lamelliform,11,116
lamely,6,68
lameness,8,88
lamenesses,10,112
lament,6,65
lamentable,10,85
lamentableness,14,142
lamentablenesses,16,166
lamentably,10,105
lamentation,11,124
lamentations,12,143
lamented,8,74
lamentedly,10,111
lamenter,8,88
lamenters,9,107
lamenting,9,95
laments,7,84
lamer,5,49
lames,5,50
lamest,6,70
lamia,5,36
lamiae,6,41
lamias,6,55
lamina,6,50
laminae,7,55
laminal,7,62
laminar,7,68
laminaria,9,78
laminarian,10,92
laminarians,11,111
laminarias,10,97
laminarin,9,91
laminarins,10,110
laminary,8,93
laminas,7,69
laminate,8,75
laminated,9,79
laminates,9,94
laminating,10,100
lamination,10,108
laminations,11,127
laminator,9,103
laminators,10,122
laming,6,56
laminitis,9,106
laminitises,11,130
laminose,8,88
laminous,8,104
lamister,8,97
lamisters,9,116
lammed,6,48
lammergeier,11,106
lammergeiers,12,125
lammergeyer,11,122
lammergeyers,12,141
lamming,7,69
lamp,4,42
lampad,6,47
lampads,7,66
lampas,6,62
lampases,8,86
lampblack,9,71
lampblacks,10,90
lamped,6,51
lampers,7,84
lamperses,9,108
lamping,7,72
lampion,7,80
lampions,8,99
lamplight,9,98
lamplighter,11,121
lamplighters,12,140
lamplights,10,117
lampoon,7,86
lampooned,9,95
lampooner,9,109
lampooneries,12,142
lampooners,10,128
lampoonery,10,134
lampooning,10,116
lampoons,8,105
lamppost,8,112
lampposts,9,131
lamprey,7,90
lampreys,8,109
lamps,5,61
lampshell,9,98
lampshells,10,117
lampyrid,8,98
lampyrids,9,117
lams,4,45
lamster,7,88
lamsters,8,107
lanai,5,37
lanais,6,56
lanate,6,53
lanated,7,57
lance,5,35
lanced,6,39
lancelet,8,72
lancelets,9,91
lanceolate,10,88
lancer,6,53
lancers,7,72
lances,6,54
lancet,6,55
lanceted,8,64
lancets,7,74
lancewood,9,92
lancewoods,10,111
lanciers,8,81
lancinating,11,104
lancing,7,60
land,4,31
landau,6,53
landaulet,9,90
landaulets,10,109
landaus,7,72
landed,6,40
lander,6,54
landers,7,73
landfall,8,62
landfalls,9,81
landfill,8,70
landfills,9,89
landform,8,83
landforms,9,102
landgrab,8,59
landgrabs,9,78
landholder,10,93
landholders,11,112
landholding,11,100
landholdings,12,119
landing,7,61
landings,8,80
landladies,10,81
landlady,8,73
landler,7,66
landlers,8,85
landless,8,86
landlessness,12,143
landlessnesses,14,167
landline,8,71
landlines,9,90
landlocked,10,81
landlord,8,80
landlordism,11,121
landlordisms,12,140
landlords,9,99
landlubber,10,91
landlubberliness,16,169
landlubberlinesses,18,193
landlubberly,12,128
landlubbers,11,110
landlubbing,11,98
landman,7,59
landmark,8,74
landmarks,9,93
landmass,8,83
landmasses,10,107
landmen,7,63
landowner,9,106
landowners,10,125
landownership,13,158
landownerships,14,177
landowning,10,113
landownings,11,132
lands,5,50
landscape,9,75
landscaped,10,79
landscaper,10,93
landscapers,11,112
landscapes,10,94
landscaping,11,100
landscapist,11,118
landscapists,12,137
landside,8,68
landsides,9,87
landskip,8,86
landskips,9,105
landsleit,9,96
landslid,8,75
landslide,9,80
landslides,10,99
landsliding,11,105
landslip,8,87
landslips,9,106
landsman,8,78
landsmen,8,82
landward,8,77
lane,4,32
lanely,6,69
lanes,5,51
laneway,7,81
laneways,8,100
lang,4,34
langbeinite,11,98
langbeinites,12,117
langlauf,8,74
langlaufer,10,97
langlaufers,11,116
langlaufs,9,93
langley,7,76
langleys,8,95
langostino,10,126
langostinos,11,145
langouste,9,114
langoustes,10,133
langoustine,11,137
langoustines,12,156
langrage,8,65
langrages,9,84
langrel,7,69
langrels,8,88
langshan,8,76
langshans,9,95
langsyne,8,97
langsynes,9,116
language,8,68
languages,9,87
langue,6,60
langues,7,79
languet,7,80
languets,8,99
languid,7,68
languidly,9,105
languidness,11,125
languidnesses,13,149
languish,8,91
languished,10,100
languisher,10,114
languishers,11,133
languishes,10,115
languishing,11,121
languishingly,13,158
languishment,12,143
languishments,13,162
languor,7,88
languorous,10,143
languorously,12,180
languors,8,107
langur,6,73
langurs,7,92
laniard,7,59
laniards,8,78
laniaries,9,88
laniary,7,80
lanital,7,69
lanitals,8,88
lank,4,38
lanker,6,61
lankest,7,82
lankier,7,70
lankiest,8,91
lankily,7,84
lankiness,9,104
lankinesses,11,128
lankly,6,75
lankness,8,95
lanknesses,10,119
lanky,5,63
lanner,6,64
lanneret,8,89
lannerets,9,108
lanners,7,83
lanolin,7,77
lanoline,8,82
lanolines,9,101
lanolins,8,96
lanose,6,66
lanosities,10,123
lanosity,8,115
lantana,7,63
lantanas,8,82
lantern,7,84
lanterns,8,103
lanthanide,10,88
lanthanides,11,107
lanthanum,9,104
lanthanums,10,123
lanthorn,8,102
lanthorns,9,121
lanuginous,10,133
lanugo,6,70
lanugos,7,89
lanyard,7,75
lanyards,8,94
lap,3,29
laparoscope,11,121
laparoscopes,12,140
laparoscopic,12,128
laparoscopies,13,149
laparoscopist,13,164
laparoscopists,14,183
laparoscopy,11,141
laparotomies,12,144
laparotomy,10,136
lapboard,8,69
lapboards,9,88
lapdog,6,55
lapdogs,7,74
lapel,5,46
lapeled,7,55
lapelled,8,67
lapels,6,65
lapful,6,68
lapfuls,7,87
lapidarian,10,85
lapidaries,10,94
lapidary,8,86
lapidate,8,68
lapidated,9,72
lapidates,9,87
lapidating,10,93
lapides,7,66
lapidified,10,75
lapidifies,10,90
lapidify,8,82
lapidifying,11,112
lapidist,8,90
lapidists,9,109
lapilli,7,71
lapillus,8,102
lapin,5,52
lapins,6,71
lapis,5,57
lapises,7,81
lapped,6,54
lapper,6,68
lappered,8,77
lappering,9,98
lappers,7,87
lappet,6,70
lappeted,8,79
lappets,7,89
lapping,7,75
laps,4,48
lapsable,8,68
lapse,5,53
lapsed,6,57
lapser,6,71
lapsers,7,90
lapses,6,72
lapsible,8,76
lapsing,7,78
lapstrake,9,103
lapsus,6,88
laptop,6,80
laptops,7,99
lapwing,7,82
lapwings,8,101
lar,3,31
larboard,8,71
larboards,9,90
larcener,8,76
larceners,9,95
larcenies,9,86
larcenist,9,101
larcenists,10,120
larcenous,9,108
larcenously,11,145
larceny,7,78
larch,5,42
larches,7,66
lard,4,35
larded,6,44
larder,6,58
larders,7,77
lardier,7,67
lardiest,8,88
larding,7,65
lardlike,8,72
lardon,6,64
lardons,7,83
lardoon,7,79
lardoons,8,98
lards,5,54
lardy,5,60
laree,5,41
larees,6,60
lares,5,55
largando,8,72
large,5,43
largehearted,12,104
largeheartedness,16,161
largeheartednesses,18,185
largely,7,80
largemouth,10,120
largemouths,11,139
largeness,9,100
largenesses,11,124
larger,6,61
larges,6,62
largess,7,81
largesse,8,86
largesses,9,105
largest,7,82
larghetto,9,106
larghettos,10,125
largish,7,74
largo,5,53
largos,6,72
lari,4,40
lariat,6,61
lariated,8,70
lariating,9,91
lariats,7,80
larine,6,59
laris,5,59
lark,4,42
larked,6,51
larker,6,65
larkers,7,84
larkier,7,74
larkiest,8,95
larkiness,9,108
larkinesses,11,132
larking,7,72
larkish,7,78
larks,5,61
larksome,8,94
larkspur,8,116
larkspurs,9,135
larky,5,67
larrigan,8,80
larrigans,9,99
larrikin,8,92
larrikins,9,111
larrup,6,86
larruped,8,95
larruper,8,109
larrupers,9,128
larruping,9,116
larrups,7,105
lars,4,50
larum,5,65
larums,6,84
larva,5,54
larvae,6,59
larval,6,66
larvas,6,73
larvicidal,10,91
larvicide,9,83
larvicides,10,102
laryngal,8,90
laryngals,9,109
laryngeal,9,95
laryngeals,10,114
laryngectomee,13,143
laryngectomees,14,162
laryngectomies,14,166
laryngectomized,15,177
laryngectomy,12,158
larynges,8,101
laryngites,10,130
laryngitic,10,118
laryngitides,12,143
laryngitis,10,134
laryngitises,12,158
laryngologies,13,159
laryngology,11,151
laryngoscope,12,150
laryngoscopes,13,169
laryngoscopies,14,178
laryngoscopy,12,170
larynx,6,94
larynxes,8,118
las,3,32
lasagna,7,55
lasagnas,8,74
lasagne,7,59
lasagnes,8,78
lascar,6,54
lascars,7,73
lascivious,10,130
lasciviously,12,167
lasciviousness,14,187
lasciviousnesses,16,211
lase,4,37
lased,5,41
laser,5,55
lasers,6,74
lases,5,56
lash,4,40
lashed,6,49
lasher,6,63
lashers,7,82
lashes,6,64
lashing,7,70
lashings,8,89
lashins,7,82
lashkar,7,70
lashkars,8,89
lasing,6,62
lass,4,51
lasses,6,75
lassie,6,65
lassies,7,84
lassitude,9,110
lassitudes,10,129
lasso,5,66
lassoed,7,75
lassoer,7,89
lassoers,8,108
lassoes,7,90
lassoing,8,96
lassos,6,85
last,4,52
lasted,6,61
laster,6,75
lasters,7,94
lasting,7,82
lastingly,9,119
lastingness,11,139
lastingnesses,13,163
lastings,8,101
lastly,6,89
lasts,5,71
lat,3,33
latakia,7,55
latakias,8,74
latch,5,44
latched,7,53
latches,7,68
latchet,7,69
latchets,8,88
latching,8,74
latchkey,8,85
latchkeys,9,104
latchstring,11,131
latchstrings,12,150
late,4,38
latecomer,9,92
latecomers,10,111
lated,5,42
lateen,6,57
lateener,8,80
lateeners,9,99
lateens,7,76
lately,6,75
laten,5,52
latencies,9,88
latency,7,80
latened,7,61
lateness,8,95
latenesses,10,119
latening,8,82
latens,6,71
latensification,15,157
latensifications,16,176
latent,6,72
latently,8,109
latents,7,91
later,5,56
laterad,7,61
lateral,7,69
lateraled,9,78
lateraling,10,99
lateralization,14,163
lateralizations,15,182
lateralize,10,109
lateralized,11,113
lateralizes,11,128
lateralizing,12,134
laterally,9,106
laterals,8,88
laterite,8,90
laterites,9,109
lateritic,9,97
laterization,12,150
laterizations,13,169
laterize,8,96
laterized,9,100
laterizes,9,115
laterizing,10,121
latest,6,77
latests,7,96
latewood,8,95
latewoods,9,114
latex,5,62
latexes,7,86
lath,4,41
lathe,5,46
lathed,6,50
lather,6,64
lathered,8,73
latherer,8,87
latherers,9,106
lathering,9,94
lathers,7,83
lathery,7,89
lathes,6,65
lathi,5,50
lathier,7,73
lathiest,8,94
lathing,7,71
lathings,8,90
lathis,6,69
laths,5,60
lathwork,8,108
lathworks,9,127
lathy,5,66
lathyrism,9,125
lathyrisms,10,144
lathyritic,10,125
lati,4,42
latices,7,69
laticifer,9,83
laticifers,10,102
latifundia,10,97
latifundio,10,111
latifundios,11,130
latifundium,11,130
latigo,6,64
latigoes,8,88
latigos,7,83
latinities,10,118
latinity,8,110
latinization,12,150
latinizations,13,169
latinize,8,96
latinized,9,100
latinizes,9,115
latinizing,10,121
latino,6,71
latinos,7,90
latish,6,69
latitude,8,92
latitudes,9,111
latitudinal,11,123
latitudinally,13,160
latitudinarian,14,153
latitudinarianism,17,194
latitudinarianisms,18,213
latitudinarians,15,172
latke,5,49
latkes,6,68
latosol,7,94
latosolic,9,106
latosols,8,113
latria,6,61
latrias,7,80
latrine,7,79
latrines,8,98
lats,4,52
latte,5,58
latten,6,72
lattens,7,91
latter,6,76
latterly,8,113
lattes,6,77
lattice,7,70
latticed,8,74
lattices,8,89
latticework,11,137
latticeworks,12,156
latticing,9,95
lattin,6,76
lattins,7,95
lauan,5,49
lauans,6,68
laud,4,38
laudable,8,58
laudableness,12,115
laudablenesses,14,139
laudably,8,78
laudanum,8,87
laudanums,9,106
laudation,9,97
laudations,10,116
laudative,9,95
laudator,8,92
laudators,9,111
laudatory,9,117
lauded,6,47
lauder,6,61
lauders,7,80
lauding,7,68
lauds,5,57
laugh,5,49
laughable,9,69
laughableness,13,126
laughablenesses,15,150
laughably,9,89
laughed,7,58
laugher,7,72
laughers,8,91
laughing,8,79
laughingly,10,116
laughings,9,98
laughingstock,13,147
laughingstocks,14,166
laughs,6,68
laughter,8,92
laughters,9,111
launce,6,56
launces,7,75
launch,6,59
launched,8,68
launcher,8,82
launchers,9,101
launches,8,83
launching,9,89
launchpad,9,80
launchpads,10,99
launder,7,75
laundered,9,84
launderer,9,98
launderers,10,117
launderette,11,125
launderettes,12,144
laundering,10,105
launders,8,94
laundress,9,113
laundresses,11,137
laundrette,10,120
laundrettes,11,139
laundries,9,103
laundry,7,95
laundryman,10,123
laundrymen,10,127
laura,5,53
laurae,6,58
lauras,6,72
laureate,8,83
laureated,9,87
laureates,9,102
laureateship,12,135
laureateships,13,154
laureating,10,108
laureation,10,116
laureations,11,135
laurel,6,69
laureled,8,78
laureling,9,99
laurelled,9,90
laurelling,10,111
laurels,7,88
lauwine,7,85
lauwines,8,104
lav,3,35
lava,4,36
lavabo,6,53
lavaboes,8,77
lavabos,7,72
lavage,6,48
lavages,7,67
lavalava,8,72
lavalavas,9,91
lavalier,8,80
lavaliere,9,85
lavalieres,10,104
lavaliers,9,99
lavalike,8,73
lavalliere,10,97
lavallieres,11,116
lavas,5,55
lavation,8,94
lavations,9,113
lavatories,10,122
lavatory,8,114
lave,4,40
laved,5,44
laveer,6,63
laveered,8,72
laveering,9,93
laveers,7,82
lavender,8,81
lavendered,10,90
lavendering,11,111
lavenders,9,100
laver,5,58
laverock,8,87
laverocks,9,106
lavers,6,77
laves,5,59
laving,6,65
lavish,6,71
lavished,8,80
lavisher,8,94
lavishers,9,113
lavishes,8,95
lavishest,9,115
lavishing,9,101
lavishly,8,108
lavishness,10,128
lavishnesses,12,152
lavrock,7,82
lavrocks,8,101
lavs,4,54
law,3,36
lawbook,7,79
lawbooks,8,98
lawbreaker,10,96
lawbreakers,11,115
lawbreaking,11,103
lawbreakings,12,122
lawed,5,45
lawful,6,75
lawfully,8,112
lawfulness,10,132
lawfulnesses,12,156
lawgiver,8,97
lawgivers,9,116
lawine,6,64
lawines,7,83
lawing,6,66
lawings,7,85
lawless,7,91
lawlessly,9,128
lawlessness,11,148
lawlessnesses,13,172
lawlike,7,73
lawmaker,8,84
lawmakers,9,103
lawmaking,9,91
lawmakings,10,110
lawman,6,64
lawmen,6,68
lawn,4,50
lawnmower,9,124
lawnmowers,10,143
lawns,5,69
lawny,5,75
lawrencium,10,119
lawrenciums,11,138
laws,4,55
lawsuit,7,105
lawsuits,8,124
lawyer,6,84
lawyered,8,93
lawyering,9,114
lawyerings,10,133
lawyerlike,10,121
lawyerly,8,121
lawyers,7,103
lax,3,37
laxation,8,96
laxations,9,115
laxative,8,94
laxatives,9,113
laxer,5,60
laxest,6,81
laxities,8,99
laxity,6,91
laxly,5,74
laxness,7,94
laxnesses,9,118
lay,3,38
layabout,8,97
layabouts,9,116
layaway,7,88
layaways,8,107
layed,5,47
layer,5,61
layerage,8,74
layerages,9,93
layered,7,70
layering,8,91
layerings,9,110
layers,6,80
layette,7,88
layettes,8,107
laying,6,68
layman,6,66
laymen,6,70
layoff,6,65
layoffs,7,84
layout,6,94
layouts,7,113
layover,7,98
layovers,8,117
laypeople,9,107
